duracion_dias,monto_pagado,infracciones_previas,tipo_vehiculo,zona_circulacion
26.0,78547.92,2,Furgoneta,Zona C
28.0,4917.53,0,Monopatin,Zona B
5.0,21259.2,0,Moto,Zona B
9.0,4193.69,0,Monopatin,Zona D
1.0,27232.78,0,Moto,Zona A
9.0,90341.13,0,Camion,Zona C
10.0,48570.15,0,Coche,Zona B
23.0,66488.99,1,Furgoneta,Zona B
4.0,27217.04,0,Moto,Zona A
3.0,6662.86,0,Monopatin,Zona A
15.0,161377.6,4,Camion,Zona C
15.0,34669.68,0,Moto,Zona D
11.0,4498.86,1,Monopatin,Zona A
14.0,73998.87,1,Furgoneta,Zona D
6.0,49545.14,4,Furgoneta,Zona C
12.0,7177.88,3,Coche,Zona D
13.0,45397.43,0,Coche,Zona B
17.0,6518.85,4,Bicicleta,Zona D
16.0,97615.45,0,Camion,Zona C
3.0,12267.26,1,Moto,Zona C
2.0,71691.15,0,Camion,Zona C
11.0,5066.82,1,Monopatin,Zona D
29.0,81969.76,1,Furgoneta,Zona B
9.0,9159.33,1,Bicicleta,Zona A
3.0,7378.65,1,Bicicleta,Zona B
29.0,8027.97,0,Bicicleta,Zona D
18.0,165018.34,0,Camion,Zona D
20.0,78730.38,1,Furgoneta,Zona A
15.0,20259.48,0,Moto,Zona D
14.0,3213.58,0,Monopatin,Zona C
2.0,30981.1,1,Moto,Zona C
17.0,58679.67,3,Camion,Zona C
22.0,3742.37,0,Monopatin,Zona C
26.0,9004.59,1,Bicicleta,Zona C
8.0,21401.7,0,Coche,Zona D
10.0,97883.23,0,Coche,Zona A
26.0,124650.03,0,Camion,Zona A
18.0,70799.9,1,Furgoneta,Zona C
25.0,17629.83,2,Moto,Zona D
29.0,98636.0,0,Camion,Zona B
19.0,149411.44,1,Camion,Zona B
8.0,12395.31,0,Bicicleta,Zona D
28.0,8334.77,0,Bicicleta,Zona C
8.0,2017.57,1,Monopatin,Zona A
3.0,58521.53,0,Coche,Zona D
15.0,70486.8,0,Furgoneta,Zona B
12.0,33568.66,2,Coche,Zona B
22.0,3799.59,2,Monopatin,Zona B
17.0,6181.3,2,Bicicleta,Zona C
4.0,14418.64,0,Moto,Zona B
17.0,7848.63,0,Bicicleta,Zona D
14.0,123875.52,2,Furgoneta,Zona D
19.0,5361.94,0,Bicicleta,Zona B
9.0,123136.33,1,Furgoneta,Zona D
21.0,84994.8,2,Furgoneta,Zona B
15.0,77770.47,2,Furgoneta,Zona B
5.0,4517.06,0,Monopatin,Zona A
11.0,60652.54,3,Furgoneta,Zona C
20.0,87004.46,1,Furgoneta,Zona C
3.0,28914.84,1,Moto,Zona A
21.0,13622.86,1,Coche,Zona A
15.0,211549.38,0,Camion,Zona C
14.0,22835.2,0,Coche,Zona B
11.0,67464.11,3,Furgoneta,Zona B
20.0,5812.84,0,Moto,Zona C
15.0,7357.02,0,Bicicleta,Zona B
4.0,21539.02,0,Moto,Zona A
27.0,67719.36,0,Furgoneta,Zona B
15.0,27282.5,1,Moto,Zona B
8.0,23171.41,5,Moto,Zona D
6.0,92922.05,0,Furgoneta,Zona D
15.0,3144.0,1,Monopatin,Zona B
12.0,25580.37,2,Moto,Zona B
16.0,97259.49,1,Camion,Zona C
16.0,106667.78,0,Camion,Zona A
27.0,27027.61,1,Moto,Zona B
21.0,4243.54,4,Monopatin,Zona C
20.0,7747.6,0,Bicicleta,Zona B
20.0,52298.11,1,Furgoneta,Zona A
28.0,159438.44,4,Camion,Zona B
4.0,9748.27,2,Coche,Zona A
11.0,25749.88,1,Moto,Zona B
13.0,7417.62,4,Bicicleta,Zona A
29.0,48434.43,0,Coche,Zona B
9.0,158664.84,2,Camion,Zona A
4.0,29932.04,0,Moto,Zona D
12.0,106180.26,0,Furgoneta,Zona B
9.0,4487.16,1,Monopatin,Zona B
13.0,28625.49,0,Moto,Zona C
16.0,108528.18,0,Furgoneta,Zona C
26.0,3610.78,0,Monopatin,Zona A
6.0,3516.44,0,Monopatin,Zona B
10.0,27064.03,0,Moto,Zona A
13.0,5036.14,2,Bicicleta,Zona D
7.0,3642.02,0,Bicicleta,Zona C
28.0,6761.97,1,Monopatin,Zona A
26.0,11237.36,1,Bicicleta,Zona A
19.0,32299.71,0,Coche,Zona C
24.0,2852.02,3,Monopatin,Zona B
19.0,4020.22,2,Monopatin,Zona B
17.0,110067.4,0,Furgoneta,Zona C
13.0,7014.23,5,Bicicleta,Zona B
13.0,5142.04,1,Monopatin,Zona D
26.0,54873.83,0,Coche,Zona C
28.0,84172.35,1,Furgoneta,Zona A
21.0,36205.53,1,Moto,Zona D
2.0,3920.16,1,Monopatin,Zona B
10.0,48466.9,1,Coche,Zona B
22.0,128367.33,0,Camion,Zona C
13.0,49265.06,4,Coche,Zona C
26.0,31713.48,2,Coche,Zona C
9.0,44659.15,1,Furgoneta,Zona B
1.0,13798.92,0,Moto,Zona D
14.0,146145.17,1,Camion,Zona B
29.0,6031.03,1,Bicicleta,Zona A
16.0,9126.26,2,Bicicleta,Zona B
20.0,51301.15,4,Coche,Zona A
15.0,56603.43,3,Furgoneta,Zona D
1.0,57202.42,0,Furgoneta,Zona C
17.0,8321.63,3,Bicicleta,Zona C
24.0,122796.65,0,Camion,Zona B
13.0,28690.24,0,Moto,Zona C
27.0,103529.84,0,Camion,Zona D
15.0,3729.94,3,Monopatin,Zona C
16.0,5164.81,3,Monopatin,Zona B
16.0,35649.39,0,Moto,Zona D
2.0,3495.97,0,Bicicleta,Zona A
17.0,19007.1,5,Moto,Zona B
11.0,94170.56,1,Furgoneta,Zona A
8.0,5324.73,0,Monopatin,Zona D
20.0,59075.29,1,Coche,Zona B
3.0,43555.17,1,Coche,Zona B
29.0,4131.4,4,Bicicleta,Zona D
12.0,120115.83,0,Furgoneta,Zona C
20.0,159018.09,0,Camion,Zona B
16.0,79419.72,0,Furgoneta,Zona B
14.0,37375.09,0,Coche,Zona A
16.0,42641.49,1,Coche,Zona C
27.0,5343.63,3,Monopatin,Zona A
21.0,73960.83,1,Furgoneta,Zona A
17.0,79652.02,5,Furgoneta,Zona C
15.0,74152.06,3,Coche,Zona C
17.0,153252.31,0,Camion,Zona D
19.0,5190.13,0,Bicicleta,Zona C
22.0,8184.61,1,Bicicleta,Zona B
1.0,67511.28,0,Furgoneta,Zona C
27.0,8715.06,1,Bicicleta,Zona D
12.0,49050.03,0,Coche,Zona D
15.0,94515.48,1,Coche,Zona D
18.0,90302.28,1,Furgoneta,Zona C
28.0,76779.58,0,Furgoneta,Zona C
23.0,7764.51,1,Monopatin,Zona A
14.0,84933.19,0,Furgoneta,Zona A
1.0,65325.93,0,Camion,Zona B
13.0,7701.33,1,Bicicleta,Zona A
15.0,94728.88,0,Furgoneta,Zona B
7.0,28633.97,3,Moto,Zona D
15.0,6507.76,0,Monopatin,Zona A
20.0,26152.87,1,Moto,Zona C
10.0,51246.66,1,Coche,Zona A
14.0,4634.06,0,Bicicleta,Zona B
6.0,116682.13,0,Furgoneta,Zona A
14.0,22707.97,1,Moto,Zona D
24.0,5649.12,0,Bicicleta,Zona C
25.0,89418.62,0,Coche,Zona B
22.0,180483.08,1,Camion,Zona C
12.0,4328.38,0,Monopatin,Zona C
11.0,3486.39,1,Bicicleta,Zona B
29.0,6275.67,2,Bicicleta,Zona C
25.0,176848.88,0,Camion,Zona C
20.0,8424.11,0,Bicicleta,Zona A
22.0,29758.45,0,Coche,Zona C
24.0,61759.72,1,Coche,Zona C
25.0,112445.11,0,Camion,Zona C
19.0,4026.95,0,Monopatin,Zona C
2.0,66251.83,0,Furgoneta,Zona B
22.0,34797.94,0,Moto,Zona D
20.0,93119.27,1,Furgoneta,Zona A
1.0,4433.46,0,Bicicleta,Zona C
8.0,27753.92,0,Moto,Zona C
25.0,123874.14,0,Camion,Zona B
14.0,104865.32,0,Camion,Zona D
15.0,4448.48,0,Coche,Zona C
2.0,18512.11,0,Moto,Zona B
25.0,40062.1,0,Coche,Zona A
23.0,27172.93,2,Moto,Zona A
5.0,7333.83,0,Bicicleta,Zona C
15.0,58185.22,1,Coche,Zona C
29.0,91740.73,0,Camion,Zona D
25.0,30306.21,1,Moto,Zona D
8.0,111546.67,0,Furgoneta,Zona C
22.0,92495.04,2,Furgoneta,Zona B
16.0,5839.46,0,Monopatin,Zona C
15.0,6794.96,0,Bicicleta,Zona D
20.0,93520.76,1,Furgoneta,Zona C
29.0,7986.74,3,Moto,Zona A
15.0,5000.75,0,Moto,Zona C
1.0,72092.52,0,Furgoneta,Zona A
22.0,29750.99,0,Moto,Zona D
3.0,7795.87,0,Bicicleta,Zona C
6.0,61188.1,0,Coche,Zona D
22.0,5115.83,0,Bicicleta,Zona A
14.0,6324.26,0,Monopatin,Zona C
4.0,11909.15,0,Bicicleta,Zona D
18.0,3955.38,1,Monopatin,Zona A
15.0,30782.49,1,Moto,Zona D
9.0,50342.27,0,Coche,Zona B
18.0,28313.8,3,Moto,Zona A
3.0,178565.22,0,Camion,Zona A
10.0,27454.77,0,Moto,Zona A
17.0,6146.66,1,Monopatin,Zona C
7.0,15527.17,1,Moto,Zona C
15.0,30502.31,2,Moto,Zona C
1.0,74150.11,0,Coche,Zona B
27.0,18073.75,0,Moto,Zona B
25.0,45154.65,1,Coche,Zona A
27.0,96467.04,0,Furgoneta,Zona B
11.0,136120.23,0,Camion,Zona D
17.0,29604.08,1,Coche,Zona A
5.0,5247.37,0,Monopatin,Zona A
7.0,72015.64,0,Furgoneta,Zona D
19.0,35470.17,0,Coche,Zona A
25.0,70350.87,0,Coche,Zona B
15.0,120196.57,0,Camion,Zona C
29.0,6474.57,0,Monopatin,Zona D
15.0,5183.81,0,Bicicleta,Zona B
3.0,9413.47,3,Bicicleta,Zona D
15.0,65925.34,0,Coche,Zona D
5.0,23183.89,3,Moto,Zona A
23.0,4254.23,0,Monopatin,Zona A
12.0,48697.48,0,Furgoneta,Zona B
20.0,18489.6,0,Moto,Zona D
5.0,21605.25,0,Moto,Zona A
3.0,3536.13,1,Monopatin,Zona A
9.0,38480.8,0,Coche,Zona D
26.0,52371.45,1,Coche,Zona B
9.0,54166.82,0,Coche,Zona B
7.0,66362.68,1,Coche,Zona D
26.0,6171.74,1,Coche,Zona B
2.0,50347.78,0,Coche,Zona A
23.0,6997.53,2,Bicicleta,Zona D
23.0,6827.92,2,Bicicleta,Zona A
27.0,45257.91,5,Coche,Zona C
21.0,112937.68,0,Camion,Zona C
16.0,86009.51,2,Furgoneta,Zona B
9.0,22522.32,3,Moto,Zona C
13.0,10945.59,1,Bicicleta,Zona A
28.0,2443.4,1,Monopatin,Zona C
27.0,6580.93,4,Monopatin,Zona A
19.0,71155.91,4,Furgoneta,Zona B
20.0,4716.75,1,Monopatin,Zona B
17.0,119653.84,0,Camion,Zona A
6.0,6058.46,2,Monopatin,Zona C
4.0,18397.81,0,Moto,Zona B
1.0,20073.56,0,Coche,Zona D
18.0,9201.34,5,Bicicleta,Zona B
19.0,24527.32,2,Coche,Zona C
9.0,118770.0,3,Camion,Zona D
13.0,6085.45,1,Bicicleta,Zona C
8.0,83703.75,0,Camion,Zona A
15.0,25423.04,4,Coche,Zona D
13.0,6158.45,0,Monopatin,Zona C
15.0,5238.24,2,Monopatin,Zona D
15.0,39915.78,1,Coche,Zona C
12.0,7605.06,0,Bicicleta,Zona D
14.0,33606.77,0,Coche,Zona C
4.0,67131.54,0,Furgoneta,Zona A
1.0,23512.4,1,Moto,Zona D
24.0,8153.48,0,Bicicleta,Zona D
4.0,134114.29,0,Camion,Zona D
19.0,36659.54,1,Furgoneta,Zona D
9.0,8948.42,1,Bicicleta,Zona A
10.0,24117.56,0,Coche,Zona D
4.0,56473.0,1,Coche,Zona B
20.0,46800.34,0,Coche,Zona A
9.0,66371.9,0,Coche,Zona B
13.0,95718.97,0,Camion,Zona D
12.0,98740.16,1,Furgoneta,Zona C
11.0,3248.91,0,Monopatin,Zona B
12.0,25794.16,0,Moto,Zona D
15.0,46631.97,0,Camion,Zona B
12.0,151790.27,4,Camion,Zona D
16.0,7590.31,3,Monopatin,Zona D
5.0,3952.67,0,Monopatin,Zona D
20.0,25919.73,0,Moto,Zona C
25.0,28328.78,4,Moto,Zona B
12.0,2674.62,0,Monopatin,Zona A
21.0,38763.4,0,Coche,Zona A
25.0,90803.65,0,Camion,Zona A
11.0,13776.95,4,Bicicleta,Zona A
9.0,32843.52,1,Moto,Zona D
15.0,25573.595,0,Moto,Zona B
15.0,6168.56,0,Monopatin,Zona B
3.0,85069.99,4,Furgoneta,Zona C
20.0,9423.29,0,Bicicleta,Zona B
17.0,5471.57,1,Bicicleta,Zona B
14.0,35300.32,0,Moto,Zona B
15.0,38483.89,2,Coche,Zona C
17.0,62816.67,0,Furgoneta,Zona A
25.0,9416.55,2,Bicicleta,Zona B
27.0,27593.21,0,Moto,Zona C
8.0,8055.58,0,Bicicleta,Zona C
15.0,100150.4,0,Furgoneta,Zona D
5.0,52134.67,2,Furgoneta,Zona C
9.0,186396.73,0,Camion,Zona B
3.0,4249.02,0,Monopatin,Zona B
19.0,4867.38,1,Monopatin,Zona C
23.0,38948.7,1,Moto,Zona A
9.0,62973.44,1,Furgoneta,Zona B
22.0,156829.53,0,Camion,Zona C
15.0,112284.41,0,Camion,Zona C
16.0,5979.6,1,Bicicleta,Zona C
1.0,7079.03,0,Coche,Zona B
15.0,140386.09,4,Camion,Zona A
14.0,10434.24,1,Bicicleta,Zona B
14.0,85414.54,0,Furgoneta,Zona B
1.0,26030.85,0,Coche,Zona B
26.0,95252.76,0,Furgoneta,Zona B
26.0,114883.25,1,Camion,Zona A
25.0,80310.62,0,Camion,Zona D
16.0,88313.45,3,Furgoneta,Zona D
15.0,10721.21,0,Coche,Zona A
26.0,8016.13,0,Bicicleta,Zona A
15.0,6385.0,0,Monopatin,Zona C
12.0,136646.26,1,Camion,Zona C
16.0,28564.78,0,Moto,Zona C
14.0,4541.77,0,Monopatin,Zona B
29.0,9964.87,1,Bicicleta,Zona C
24.0,101940.29,0,Furgoneta,Zona D
15.0,9902.4,1,Bicicleta,Zona B
23.0,72469.12,1,Furgoneta,Zona C
15.0,6477.62,4,Monopatin,Zona B
19.0,133907.32,1,Camion,Zona D
8.0,5666.42,1,Bicicleta,Zona C
2.0,70844.19,0,Furgoneta,Zona D
2.0,100905.28,0,Camion,Zona D
15.0,10090.77,0,Moto,Zona D
10.0,104081.91,1,Furgoneta,Zona C
3.0,9651.78,0,Monopatin,Zona A
23.0,34062.61,1,Moto,Zona C
17.0,26221.44,0,Moto,Zona D
8.0,42262.72,1,Coche,Zona C
28.0,5779.8,0,Bicicleta,Zona D
23.0,83615.49,0,Furgoneta,Zona A
4.0,32262.3,4,Moto,Zona B
15.0,39881.26,1,Coche,Zona A
21.0,8846.39,0,Monopatin,Zona A
10.0,70176.25,1,Camion,Zona B
29.0,85387.96,0,Furgoneta,Zona B
1.0,25527.21,2,Moto,Zona B
4.0,8015.9,2,Bicicleta,Zona C
1.0,41467.18,0,Coche,Zona C
17.0,25618.5,2,Moto,Zona B
26.0,6920.55,0,Coche,Zona D
17.0,34659.17,2,Moto,Zona B
7.0,118898.58,0,Furgoneta,Zona A
23.0,70674.96,0,Furgoneta,Zona B
20.0,40520.7,2,Coche,Zona C
15.0,5476.47,0,Monopatin,Zona D
13.0,5422.39,5,Monopatin,Zona B
28.0,51578.18,0,Coche,Zona B
2.0,92790.87,0,Furgoneta,Zona D
28.0,11315.67,1,Bicicleta,Zona D
19.0,31247.29,0,Moto,Zona D
24.0,139131.67,0,Coche,Zona C
13.0,9809.4,0,Bicicleta,Zona D
15.0,5377.21,5,Monopatin,Zona A
11.0,3581.84,2,Monopatin,Zona B
27.0,11481.1,0,Bicicleta,Zona D
22.0,5153.88,0,Monopatin,Zona D
15.0,57297.46,0,Furgoneta,Zona C
10.0,33080.32,1,Coche,Zona C
9.0,18116.51,4,Moto,Zona B
27.0,31509.42,1,Coche,Zona A
28.0,30016.63,0,Moto,Zona B
9.0,23686.66,1,Moto,Zona D
20.0,61640.07,5,Coche,Zona A
28.0,10806.74,1,Bicicleta,Zona A
15.0,31830.86,4,Moto,Zona A
17.0,59510.35,0,Coche,Zona A
12.0,27156.47,1,Moto,Zona B
10.0,113146.93,1,Camion,Zona C
5.0,7703.25,1,Bicicleta,Zona C
29.0,94024.72,1,Furgoneta,Zona D
18.0,17790.13,0,Moto,Zona C
15.0,118060.15,0,Camion,Zona C
6.0,62171.79,3,Furgoneta,Zona C
7.0,108151.57,0,Furgoneta,Zona C
17.0,30377.93,5,Moto,Zona D
6.0,82061.82,1,Coche,Zona B
8.0,19317.24,0,Moto,Zona A
12.0,96582.94,3,Camion,Zona C
21.0,81380.03,2,Furgoneta,Zona B
14.0,19559.06,0,Coche,Zona C
15.0,58064.3,0,Coche,Zona C
23.0,24617.85,2,Moto,Zona A
10.0,6827.53,2,Bicicleta,Zona A
15.0,66314.07,2,Coche,Zona A
20.0,53414.81,1,Camion,Zona C
15.0,93010.72,0,Furgoneta,Zona C
15.0,20866.51,2,Moto,Zona C
15.0,62251.35,0,Coche,Zona A
9.0,10535.01,0,Bicicleta,Zona D
10.0,15854.74,0,Coche,Zona B
10.0,4682.57,0,Monopatin,Zona D
16.0,8139.66,1,Bicicleta,Zona C
29.0,35117.91,0,Camion,Zona C
7.0,85466.02,0,Furgoneta,Zona D
28.0,100990.1,0,Camion,Zona C
5.0,15957.05,1,Moto,Zona B
23.0,40242.66,0,Coche,Zona C
3.0,3765.03,0,Monopatin,Zona B
18.0,6629.94,2,Bicicleta,Zona D
11.0,8444.3,0,Bicicleta,Zona D
15.0,64718.7,0,Coche,Zona C
21.0,4883.25,4,Monopatin,Zona B
20.0,66541.37,0,Coche,Zona C
5.0,17155.32,0,Moto,Zona A
24.0,125504.01,1,Camion,Zona A
12.0,13055.87,2,Bicicleta,Zona A
4.0,13070.76,2,Moto,Zona A
15.0,61364.72,0,Camion,Zona C
9.0,34599.79,1,Moto,Zona A
15.0,5330.79,1,Monopatin,Zona B
15.0,6556.4,0,Bicicleta,Zona D
29.0,33054.9,0,Coche,Zona D
15.0,49460.17,1,Coche,Zona A
23.0,124808.85,0,Camion,Zona A
13.0,83324.65,0,Furgoneta,Zona B
29.0,3290.83,0,Monopatin,Zona C
15.0,107869.84,0,Camion,Zona D
12.0,66366.01,0,Furgoneta,Zona A
22.0,29848.33,0,Coche,Zona B
24.0,3379.33,0,Monopatin,Zona A
19.0,25570.21,3,Moto,Zona D
26.0,14322.14,0,Bicicleta,Zona A
26.0,3276.9,0,Monopatin,Zona D
1.0,62065.69,4,Furgoneta,Zona A
15.0,7774.73,3,Bicicleta,Zona B
22.0,5866.18,0,Coche,Zona A
17.0,45756.14,0,Furgoneta,Zona B
25.0,131184.93,1,Coche,Zona B
18.0,47364.95,3,Coche,Zona A
11.0,65820.61,0,Coche,Zona B
18.0,111427.51,0,Camion,Zona C
7.0,4510.78,2,Monopatin,Zona A
18.0,39456.94,0,Coche,Zona A
26.0,71771.72,1,Coche,Zona B
15.0,5092.19,1,Bicicleta,Zona B
6.0,47788.01,0,Coche,Zona A
7.0,56689.84,0,Furgoneta,Zona C
23.0,15919.26,1,Moto,Zona B
15.0,64653.02,1,Furgoneta,Zona B
10.0,9082.77,2,Bicicleta,Zona D
11.0,83414.13,2,Furgoneta,Zona C
25.0,144033.83,0,Camion,Zona C
13.0,5784.23,1,Bicicleta,Zona A
9.0,4980.21,0,Monopatin,Zona C
7.0,37763.44,1,Moto,Zona A
9.0,170310.53,0,Camion,Zona D
13.0,3088.04,1,Monopatin,Zona C
26.0,55798.31,1,Furgoneta,Zona B
3.0,12073.93,1,Bicicleta,Zona D
3.0,28386.63,2,Moto,Zona A
1.0,113133.72,0,Camion,Zona D
21.0,4546.38,0,Coche,Zona A
20.0,5341.19,0,Monopatin,Zona D
2.0,26799.95,4,Moto,Zona A
15.0,67204.13,0,Furgoneta,Zona C
3.0,23776.0,0,Moto,Zona B
15.0,4147.67,3,Monopatin,Zona A
24.0,52531.11,3,Coche,Zona D
6.0,93447.57,2,Camion,Zona A
21.0,7213.06,2,Monopatin,Zona A
1.0,78330.19,1,Furgoneta,Zona D
20.0,7545.58,1,Monopatin,Zona B
19.0,33625.21,0,Furgoneta,Zona C
1.0,14128.95,1,Moto,Zona B
15.0,91203.07,0,Furgoneta,Zona A
21.0,7835.04,0,Coche,Zona D
22.0,5221.54,1,Bicicleta,Zona B
2.0,10727.59,0,Bicicleta,Zona A
15.0,36951.6,0,Coche,Zona C
14.0,25573.595,0,Moto,Zona C
19.0,4894.35,2,Monopatin,Zona C
11.0,3395.1,0,Monopatin,Zona A
15.0,39968.92,2,Coche,Zona D
6.0,112931.67,1,Coche,Zona B
20.0,45533.79,1,Coche,Zona C
9.0,103336.18,0,Coche,Zona A
5.0,113610.56,1,Furgoneta,Zona A
20.0,117104.76,0,Camion,Zona B
2.0,4665.21,0,Monopatin,Zona C
6.0,7028.08,1,Bicicleta,Zona A
26.0,88450.34,5,Furgoneta,Zona B
18.0,174213.48,0,Camion,Zona D
28.0,3159.45,1,Monopatin,Zona D
15.0,8525.97,3,Bicicleta,Zona D
23.0,84221.11,2,Furgoneta,Zona C
19.0,36699.51,0,Furgoneta,Zona B
9.0,36688.01,1,Coche,Zona B
27.0,39761.88,0,Coche,Zona A
21.0,6146.04,2,Monopatin,Zona A
24.0,10253.48,0,Bicicleta,Zona A
27.0,34990.92,2,Furgoneta,Zona B
6.0,5958.8,4,Monopatin,Zona A
14.0,5764.89,4,Monopatin,Zona B
28.0,29337.9,3,Moto,Zona B
26.0,52291.19,0,Coche,Zona D
24.0,10281.06,0,Bicicleta,Zona A
29.0,108116.5,1,Furgoneta,Zona D
13.0,2549.2,1,Monopatin,Zona C
11.0,78830.62,0,Furgoneta,Zona C
12.0,23091.33,0,Moto,Zona C
19.0,6625.41,3,Bicicleta,Zona B
19.0,4318.24,3,Monopatin,Zona B
21.0,84482.81,0,Furgoneta,Zona B
27.0,30550.87,0,Coche,Zona A
26.0,30029.67,1,Moto,Zona B
19.0,7114.11,2,Bicicleta,Zona B
24.0,31559.85,1,Moto,Zona D
26.0,40701.03,4,Coche,Zona D
13.0,6382.13,2,Bicicleta,Zona D
28.0,17909.02,4,Moto,Zona A
14.0,97883.23,1,Camion,Zona A
24.0,37978.55,3,Coche,Zona C
18.0,56521.21,2,Coche,Zona C
12.0,65706.61,0,Coche,Zona D
4.0,133963.25,0,Camion,Zona C
10.0,117212.79,2,Camion,Zona D
29.0,91685.3,0,Furgoneta,Zona A
17.0,4945.37,0,Monopatin,Zona A
4.0,25214.3,2,Coche,Zona A
12.0,72640.67,2,Coche,Zona B
13.0,31274.43,0,Moto,Zona D
29.0,4917.81,0,Monopatin,Zona A
27.0,43217.47,0,Camion,Zona D
15.0,6540.84,0,Monopatin,Zona C
4.0,112925.02,3,Camion,Zona C
10.0,6375.85,1,Monopatin,Zona A
25.0,65406.11,5,Furgoneta,Zona D
3.0,12018.19,0,Bicicleta,Zona A
15.0,76723.55,0,Furgoneta,Zona C
2.0,28370.44,2,Coche,Zona A
25.0,69268.49,0,Furgoneta,Zona D
25.0,36543.02,0,Coche,Zona C
17.0,11943.04,5,Moto,Zona B
6.0,6178.56,3,Monopatin,Zona C
26.0,27965.63,1,Moto,Zona B
8.0,8224.86,1,Bicicleta,Zona A
3.0,79009.83,0,Camion,Zona A
27.0,7123.2,5,Monopatin,Zona D
15.0,25794.04,2,Moto,Zona B
15.0,6054.33,0,Monopatin,Zona A
15.0,4995.52,0,Monopatin,Zona B
1.0,3365.87,2,Monopatin,Zona A
29.0,155727.71,0,Camion,Zona C
16.0,90818.44,4,Furgoneta,Zona A
3.0,56505.06,3,Coche,Zona C
23.0,9962.1,1,Coche,Zona D
4.0,143767.42,0,Camion,Zona C
9.0,12165.05,0,Moto,Zona B
15.0,66352.74,1,Camion,Zona D
19.0,30496.37,0,Moto,Zona A
15.0,94939.68,1,Camion,Zona B
8.0,17135.41,0,Moto,Zona A
6.0,5558.16,0,Monopatin,Zona C
18.0,54105.35,0,Furgoneta,Zona C
19.0,21406.44,2,Moto,Zona A
24.0,31392.02,0,Moto,Zona A
15.0,27287.87,0,Coche,Zona B
26.0,14738.02,0,Moto,Zona A
15.0,25835.05,0,Coche,Zona D
10.0,5933.2,3,Bicicleta,Zona D
6.0,5124.07,1,Monopatin,Zona A
17.0,116080.38,0,Furgoneta,Zona A
9.0,5682.96,5,Monopatin,Zona B
19.0,49717.73,1,Coche,Zona D
5.0,6901.11,0,Monopatin,Zona D
23.0,3003.79,0,Monopatin,Zona A
7.0,6299.86,0,Monopatin,Zona D
19.0,7432.98,0,Bicicleta,Zona C
20.0,69072.26,2,Furgoneta,Zona B
26.0,141998.57,0,Camion,Zona B
15.0,105149.69,2,Camion,Zona D
24.0,52728.55,0,Coche,Zona D
2.0,4850.13,0,Monopatin,Zona C
25.0,54596.78,2,Coche,Zona C
23.0,6783.01,0,Bicicleta,Zona D
16.0,10224.23,1,Bicicleta,Zona D
13.0,9668.66,2,Moto,Zona C
8.0,9538.14,4,Bicicleta,Zona A
6.0,10815.7,0,Moto,Zona C
6.0,61917.24,0,Furgoneta,Zona A
15.0,57835.39,1,Coche,Zona B
4.0,31671.93,0,Furgoneta,Zona B
27.0,8399.55,0,Bicicleta,Zona C
11.0,47087.7,0,Furgoneta,Zona A
15.0,56742.32,1,Furgoneta,Zona C
25.0,55638.23,0,Furgoneta,Zona C
17.0,4776.0,2,Bicicleta,Zona A
20.0,2405.58,2,Monopatin,Zona C
7.0,129708.5,0,Furgoneta,Zona B
27.0,23631.46,2,Moto,Zona D
15.0,5030.19,0,Bicicleta,Zona D
25.0,66509.03,0,Furgoneta,Zona C
15.0,5054.99,0,Monopatin,Zona A
14.0,7091.13,2,Bicicleta,Zona A
13.0,74393.7,0,Camion,Zona B
11.0,3651.15,0,Monopatin,Zona A
28.0,33892.87,4,Moto,Zona A
13.0,46334.89,0,Furgoneta,Zona B
15.0,48109.05,3,Camion,Zona C
22.0,106033.63,0,Camion,Zona D
28.0,3363.88,2,Bicicleta,Zona B
24.0,87248.16,1,Coche,Zona C
29.0,15610.47,2,Moto,Zona B
9.0,15676.09,4,Moto,Zona C
10.0,51042.95,3,Coche,Zona B
4.0,26927.93,0,Moto,Zona C
17.0,3791.15,2,Monopatin,Zona B
14.0,116602.24,1,Camion,Zona C
15.0,18582.1,0,Moto,Zona B
18.0,8962.01,3,Bicicleta,Zona D
11.0,27835.04,0,Coche,Zona D
16.0,125948.66,0,Camion,Zona A
1.0,53616.21,0,Coche,Zona C
29.0,204095.25,1,Camion,Zona B
7.0,3789.34,1,Bicicleta,Zona C
28.0,89836.41,1,Coche,Zona D
10.0,98160.43,0,Furgoneta,Zona C
9.0,7740.97,1,Monopatin,Zona B
27.0,6357.9,3,Monopatin,Zona C
28.0,86032.55,0,Camion,Zona B
28.0,95788.16,1,Furgoneta,Zona D
25.0,40015.21,0,Coche,Zona D
22.0,51807.56,1,Furgoneta,Zona A
23.0,39819.54,0,Coche,Zona D
14.0,10152.74,1,Bicicleta,Zona C
26.0,90510.96,1,Furgoneta,Zona A
25.0,104581.53,0,Furgoneta,Zona D
15.0,4645.25,0,Bicicleta,Zona C
2.0,35109.42,3,Furgoneta,Zona C
24.0,106441.18,0,Furgoneta,Zona C
14.0,104664.15,1,Furgoneta,Zona B
16.0,5317.31,3,Monopatin,Zona A
7.0,28144.19,3,Moto,Zona C
4.0,10076.09,1,Bicicleta,Zona B
18.0,84356.58,0,Furgoneta,Zona D
24.0,5805.0,0,Monopatin,Zona C
27.0,9955.57,0,Bicicleta,Zona B
5.0,116633.48,1,Camion,Zona C
6.0,107558.58,0,Camion,Zona A
